numeroruc,canal,grupo_propension_cartera,prioridad,experimento,rol_experimento,grupo_gestion_asignado,score_propension
C1BF1CCA37485DF074EA5FBA87DEE95B1461FB0185E93C68A3A07B5D869D36D8,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5493459142570929
F0C07C9734C3081CF5AE280F43E10768055802CB611BC0320104FC3621C26B14,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5493374874352638
83B471F1EA9C5489489C5CEB8B1880E5E7E8E54E568B77E3EF16AE76BC5239FE,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5493303789225796
7B65488122A33AF4F86341718745B6C9705E299428EA9A76CDF33A14F121C7EF,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.549327366093426
2E598CDB34140D0B44AC952265A3D3A26B86606F5551EA6EE214707DC0D6CC1E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5493160598659121
9C87135F2ECA56B094DF7DF3EED3603DF67CEF816EF32B8C76FF58ECE034FAAA,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5492761731891765
A391EB9CE1F6F5985A3CD658071214615A3DB41B8F693A3B466E470246E39232,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5492466934516413
4310F007DFAD5C9AD9F2F04FE6A21283A3E07E5135D6B922F296537E7E530DE8,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5491896347260352
956B970FC847C80BADBCD51B314DD2937C60723FC40570862420AB07C2384FCA,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5491017448748279
635D0C9514BAF5D06DBCB36F85A2DAC21057F953A294FB8F3DBF0F3F96E5C54C,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5490899670228099
20E9060BA3E7EF6EED3304A449F17D6DC80C4FAA64ADEF157932FE7C590696F9,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5490819328068841
6DEA538A4C44ECC11EEFE238B17F9509FC71D906B28969CD0DAA1B6DEB8F976F,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5490786070424298
FAE2D8A32329A9624823C7A69518E96F2169A6458B515C84856BC128C852C97E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5490700151236072
83E12F7A92266BB805EB1EB1CD0930FDFAF86079DBFFE48320200208063EA919,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5490597849716977
B57D8491ABDB2A0820726FFFB8CFB4E06F50E9155A28A895EA082C667567BF2E,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5490333505589593
923EB5A3A18992DC9F35DBCA03EC33452AAE0D9B32E00D356B935F656AA5C42D,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5490044684514613
C1D632C6F558431A506033567D17FD1E89FA5B6D7968734B9F2AE87AD4ED89A1,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5489946804922653
231094FCBFC6B596F7F77AC0C4F079BBFEFCB0212BC1DBC824708CC051C7EDD2,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5489641850467336
458B31F3FAD079DEE0B7B67B335E068D62342BEFF3767BB31E996B2B2C1B1126,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5489458606085093
50FD168626FE6CD01D2054C61F08418D55A908BAB2539C3792D4FF48F58E102F,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5489246599068801
5D97F67665C9C82CD3AA309793FE2B9EC8EF51AE60B48DEA6EB163AF64FFC70D,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5489050219884984
5CF5135AB2EB9CE9CDCBE92ECBE8D28CCB788345C54703DBF637BBCA36A4B617,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5488571114483073
3DD4E747FE0316837012907C4691B10CF52D34BA9FA8719600B37BA7BA489472,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5488554895622313
DDFC24C90578105E2690CD4FA89E58E239D5358B3A4754023D27A89B3DD6B4E1,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.548844432568252
845FFAA4387A60F6BB2E78457CEB3580E75AAB83A4A25E3B8DB12C17FADAC803,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5488027200328266
E33BBB31EA94EE6B8B71F1CDAA1227ED514D7CD5E7F9786479F421478B1E91F7,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5487925715846583
5DB90FDF278E02F366243ACF8A296B7F14FE6DC52E67F9CB8D3BB2FD241D323B,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5487702006422209
026B89604894B041AA1EF2527C55EACC875791991677160ADFCED646236DE76E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5487612197619782
C6C01DEEF0F6838013BFF4BD2CCEADCD87864C02BB46E6767F4E72813AC78D87,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.548752837201963
71266C4575A98050729D2C9C7CAF784D13A0C7AD0FFB8DA1C4BF90F196E45A4B,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5487525598541426
670586F7AF7B920A04DFA94DD387B04C2959873BA92B056D1C1E3AB28D2B103B,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5487121119757915
220D1C7FA7010F4E0DEEB9EA81AE12EB7F74FA59083559C098D997D6D4C18F09,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5486959100696023
7C2A1A97128F2C8123041906968724CF2C91651C9E63B3ECED82B2BB2A3D5602,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5486891734744177
5A8C1C27083B86967BBC135DE5BF0146A142C3E10BA72A4A4DD1B2BF1A6A187F,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5486867660310161
6BF83560AF514940D4A01D49037E64CD259C221D57E765375AF8414276F7BD18,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5486562296414204
C7369D2E0DDB366A0806DA4398003D7E8E53E4C13349D2E3BBCF1CE2AA5097B8,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5485353848350347
348C7179F5C9D2E256AE34AE2B696279535176490AE86152EB72CCE2ACDC3FDE,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5484956213306522
658ED9BF9D324A43BCBABDB6C56830189EE6D1930C392022E4E80B08E0F78477,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5484767292430772
89F7E95938F71ED3E1406F3F65821F469E741D9614993E257C625DBD239D6C58,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.548461933472137
51B763BB8F0706A66902C89D942BE52CB3260611D34AF279786455727421A10E,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5484467625251122
62B92BC464DB37F7B784867FA0835CF2C4146F5CA8DE48468528F5B9BE370C69,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5483350401451854
0A9EE91D142097CB8DAD9F2228E4869A797B21366946F02E9D5C36D62030624B,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5483156122234116
498B1E6D9A0C20C972B9BFF3FF9103DC620E21542709D04D1744A262A036B0C6,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5482888792255229
96E8A34816EEF6D1993CD36BEEAC550534B1063EBEE1F9F7F45D8AF41DA1EC86,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5482643961111939
FE6D4A5CB609CCF36A2BC269AAA5F6D4F26E4E8F2D6E1FB419204E06F4D3681E,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5482582176539782
719A879FBA31E8A92279D62EBBB804E267367AA3E180B2C21B3A02A11F6F6AD2,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5482536803982294
9954C3DF50F829362017CB35F452211A9A535C5167853DAC81E2C7FACC828079,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5482513351173665
87F7FE5DFBF64B8767C59FE6FB93CA2BF1396D4E658645DDA23909DBEBC567A6,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5481429842719734
0F418CAA80734895D5A1A730E122965E7014FB8FFAB84D301798C81E5D0F4CEE,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.548127009192499
9AA468A77165EC958EF4A00A568D3E069D81BE23A7CDFC664709472D32FEB0CA,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5481040099292803
1601896F1BAA2868D6E23CF3FFAB36B7E7129C89C219214E537B4175A6C1577B,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5480300589325172
08DAC6124A293EAEB6B375F146246E0D5F20246FFA6922AC0F3140B2CC91F537,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5479916943196904
2FD6EA820B0DDADA953D9D90CAD565CD4026963A2E776042C299CC09A14C7B80,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5479487000377249
4B210A4D8CF0735C4FF444A1004E2179DD7D0AED852B4C188B240068E77829E5,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5479009676816272
711A36A47CA7118F248D30478553840B9D380D9F0D6AAF3AF8FA3ECE01A759B3,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5478616491337822
C9D766A9B15562282ADD1DE7629F970763BF1BB24DF6A0FF3B6863A0EB31C323,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5477957202754242
D3DBDC03F40F062D9C07D3CC40EB2A87F59823375B0785AC75567A5105B05752,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5477823394778657
CE7D34565B06781983F0629DFD213C0E7D0419EBA27D2A787017AE49CDD67BA8,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5477523305584147
9ACD0127D1590FFC64D2DBC590F0A88583BAA8C74CFBFBAF6B81E5EBD2058D0C,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5477371331232842
201AFF332D39442BBB77183D69D41746B8DFBA1B94D058A80F7033D7CC568631,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5477337351809421
1BFE8AB66EB661057FC79D44121BDE8B2E10EB7933D5FCB719D8D0D6A1F59B09,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5477129237688177
FF7E0143ED2A2B441CC2D6F0243D92ABBE9212BEE2B64182DF322D77CC3DD424,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5476741886673695
2EF3A7A6643FBA2B6B3C9CE72843A73849CF4B1C271245C090EB31EE4DF679B5,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5476582430497849
81F5320B0414EA5E77AE3E900448EA040083F404678D50E761FBBF3E56CBF6A4,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5476030335683143
6AF1361BB135EBED346944B0B7A64EA26390F41E9E279CCEA19647F4C48EA1FC,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.547581206394856
976A53BE49ED7DEBBC58A8F9A30CB1606DAB8090890671DEDD5C0AA004520F19,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5474950603367574
0D90EDC2D40CC69F23E95F47625A1BC33B662CEADFA96E7913C17A2E8160E1AD,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5474809496945148
4A1DF663BA16204B9D5E7C2948A02BBD8926BDB4EED68E0304E62926BA727304,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5474428669521312
6B3037937FB0C35158D55B2DBA8AF2906437ACEC465CC09DC643F8B9577CB3B2,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5474421305531199
3FA9048C0099F4E948FAA1B1D9A74C367532C92E6A758D098F836A4B56F1D386,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5474395100047988
2FA8A68EA6760BCC09DECC7F6B1025E7CE285A5015D15E8F9AAD6E548A704470,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5474286738736678
9E464E79F4B8BBA8593D91AD3E004150750BE6371B9E1620FD6ED214270451F7,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5473993859744485
714B303E71A3F702385E09311734B24D7A9E02BAB73479478B836341BA7EC7FA,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5473974432353946
4C58E1D23D2162F294071C9FBCEE098FAE51AE37F8268342B93F10BC4A1E7B90,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5473835714055741
528591A450AE35B3A0AADEFD754D196A65C14605721B06416661E116844D32A2,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5473697305855699
959C0998136129285E2F4F82ABF2ACF3A0B092C76CD7EB002FEB60BBE0B6E365,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5473036532636196
E54CDB1DE38E36E31629BDDE9D69D9852A9432F938FAB4CEA480DBE3D595879E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5472773954140541
01EA3CBC80FAAC06845103CF589E645538047C3A3593C2C16DA52A9AEFD1465D,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5472536276225689
31AA4CC07FDAE1DB5043CCD1C2FCECC49D9DD698C088465D1DAE7D17ED861D40,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5472497353432589
63B2DA9EDED2FA6813C92ECDABE5E79E24C1F9DF9FAD8526D49D38C40E936898,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5472150045900632
4DF8C38936D832F8BD861632CA378B95A8F97DC661A335072CD6C63C81E1994A,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5472116124717458
1D7391758707DA2A6565F809B4B6DE610CF4ECA8A65B9CE9DD010471771B762E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5472095922101105
B8E0201BAD86AB6AFFDD9B6657B8A213E8A7287FA723CEC408C5AA1665F8A64D,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5471822247890159
13E7936797C3F344B14C1303459AF415347C3E6AE23F1ECCA695B01EFA129C77,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5471617664856904
6B3FB752AA01DEE46D1C428297572CAF9E1328F6C16C510B03BB25C7973011BB,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5471205457375051
8DE62515D78B2F2C8A8F5FC3DFCB4AE530B8D9DFF84C9BAA51B9BB7B2D588962,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5470992672052324
53589EF8BA2DFA66E9C7080BAD85DBDE9932A91D6C0F17B65EDE5096A375B586,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5470858959725613
5FCC986540ECBDB761451C0482E6FEB8E476844A247BE110FB80585667F8EF7C,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5470625549177364
39437B95DFD9F77A0E3F39E4ADA74CD5787708282FA1F3D4C698DCDBD4439ECC,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5470619508108815
CFEFFE9A26B3246499A0364D41AAA12C7DC56CA30695DC5E8F26E8BD73D94AC6,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5470278579915384
B98956FCB9C01E1690A323E94CFCD2D8C6F887373D168174C7BCAE2781E48DA6,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5469804761646406
CF8654E8426E6121FCCF576B82E7A5264E43F25ACC2492DA83E0586AA99784E0,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
F1E751C1079FC71C1FE86CD32A1B9F0303060BAED8186F33BD072B60FADA7B5C,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
A65EB69465FA3403DECBCAE047EF477A711E616CD8BA9CCB5620A27780B0D10E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
87E70BF5E335F7AE253F067D271767F8B1A1A86C3991CB93D70A7ABDC072F118,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
82A4AFAC4E29EA087F401330BB96968C025EA5B0F922C234B520BA272D46C15F,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5469804761646406
29A10BA8A2E066C627C8D0740F2BF01F105CB76B19C30DDC7A548C52FDBDC76E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
20FB9F54567A31F4136B46FE2474A58B392DA37C6E9A86E4C792771956713071,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
AA054CA7D639971C2DB49B4E50A24E575A2E2C93C50739B7F7F7FA9E2987B973,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
7457C2BF4323C539F0DA7E8035E225BADF1BB8F77793CE304364AAD11021AADA,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
538D12055184331F482BA5179A449ADF10CEECDAB62E6FFFAF5A130B89B227F9,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
DDE6E4AEC179DBCC2D4FF932ADCD88A81F1709239949622F103C7F7169F7EBBE,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
BDC1ED05AF1DD17FAAD3D31C33C57E29EDF96F68311065F7114D2617EAC7D0E8,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
75C4B895C1D755EA3C2BBEB7F63D288B59EDA3D4EF5BB66F390801F06BEF8A4D,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
A5B59AD1C79FE958C6BA5B43BDFCC21C29C4DA87EC02F7FE2D1CD5EB8A7F54D0,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5469804761646406
E2070209B96498B90C76E2561040E35A83743CE9EBA68A046AE81F8133704622,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469804761646406
9E886AF80B045377288F98C2C907A984C6AD1F75B6C33E029CE7D4FCEAFF345D,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.546926115406181
DE1461A7B41CAE40D94CBF950F276773AFB8CEA69048745629978A2DB484059E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5469068041254257
8508A74D71E6AF66308A7E3F91A6056E628C25CE0AF9482C6DB26280CDA3C494,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5468635830935693
CEB71BA03B2D953A1C946FD9FC1CAA0F9A79A5617732FC989B981C7575D05722,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5468459268989302
0C8086022AAB0ACB050E91D300E6E769CF9B2B9F0DA2578A3650C6B3F898BDA1,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5468158412282912
00E0640F2ACCCD6B5679EB0FC1B66C0CFEB5D6B76DD61898D5425A007B4C5E0D,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5467291299061215
7ED52148567C2AC46E30F2190C369DE4984C55A9AA664B09541019AD11DCE1BC,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5467267251155626
D4269F1FE0552258B8665BFFD83810F6CA8AC9C28F49FE5B8001DD0210361773,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5467212676775284
E919E56E7F7B2948403326FDCAB373D273F526B827C33108E94CB20910CB0C28,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5466970006840655
3F5903C324EFA3773877303956A6E9D0F69DD5DDA7E24F95AA6A4150893B8A20,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5466688408014782
B7D5E05637C93AECB124D2C0FD3425A4FE98591754025D64954D6871C47B368C,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5466201448511403
F84A36940F6D3C28C03CA5868D3CD14A46FA3BC1946F3E6A5400807D35CD7D08,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5466028419713703
019EC4084F3FFF14EB50E30113E76302CA45B8E628CE9787478CEBDD49E2D393,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5465897825881212
330ADE7D52A40A26456FDA9250D2B737E95E4A1ECE8E2E9CB5F20487FBF39162,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5465661468568886
64441EECE08B2F6EFDB0154F942966B63504411AAC3EA116A042376E5574D041,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5465376305426769
FE2B45533D5FF427453CF4A4CBAC36F71D59CA48A485B0A78360F98E697F1D2E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5465372333393672
E115EDECD41382CC619F40DBCDC8C1F9917A572EFBE462DD7BB7D336E0EFC36E,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5464786380789874
630D0853ADB50E7C54F80542F0A677F7F8EBFB303D2C03BC80DBBD3A8AAAFA59,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5464545104142706
4A9CADAD8B1A095121E85C2FB0007E3F05AF79391E928D3BFDBC0CD35B3AC977,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.546411857583485
DBBA9DB949AC386CF4D6F7E5334B0BD569DB8F1F4E504D3FC2907989985B7B18,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.54641161183357
C0BEAE8FD2409DF5C6BA5205AAE3BF2D927FACBB3F98DC5635D0E7055083C2A3,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5463727345365078
1FFF0FA34B2CD1371CF584CD7D7BF79D99303C3369E3D423D320866D8A9D0555,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5463329037757455
842CE38AED669FF5E469F3C6978BB5A1D9E6D4BBC428D5BC4D5DDC42B5ECEDA4,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5463286264901119
17756F4F2BD691F3260D90BE913230A148A80FFEFCF86B273C2FBA44396D42CA,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5463213264486403
278536526D330982122D409E4BB30B259F5914498E84C7B5DCEA6A3490999CB5,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5463188045105388
A26863EB18A01ACE580F9F1BDA0627C7E486D9B233DE53D65741ABD5B4D4A833,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5462970217202502
38467F82D935125F8362D64D795953E6C182C2A09030D9F365CD2BB6A3B836EC,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5462588736684147
CEEAEDACFCC9770A173D2D649E2F047F2EE6D2277C2C063BD10776A0DCDEFB1E,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5462554192295981
A373663F47B6736E79BB0335E4752EC3F88F336C17A3E7252EA4E1A84624CEF8,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5462550388550791
BD5D3A934A86946641FE3E29E5BDD9E1B7D026C11FBFE2B2C92755302DEBA87C,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5462083926035148
F6C25756B518C532358BBBAAC37D4F8024E90B9D5CD50BB99B54111886244133,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5461977290654811
04A6F8DD6E397420FA54B41A3C75ED5D2C4EB5B56FC71979BBA485D270F400E9,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5461844847369126
900085597D3B935E833CCFFB8FE5433D598500782455EFD8C8925E1001A12167,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5461286921415951
037961CF9A6330B504208C64859222EA71F74FB445CCCEBBB41BAFF9101D75C0,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5460957622280381
1BFFB2F9AD65861DB4581243FFE00240F04D1C9F6243A5EE4E601E13895C89E1,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.5460723906622751
B860F8CBB50982338E52DAC68F6F4C248D4E7CC4EB6C5F7CC280A95284D38567,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5460583926664386
7B0FA91A406EB30E1F745B512AE9D7DA39F1E33B13989B3FDAEC892244AD0006,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5460509769244208
BC71D15D13BB410E06A95E1F6315D64AD1AEE12A0180B3B008ECF35855031DB4,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5460076934480993
A20A95D657A7B6A314E2033B0B648BDC2B42551E39FC0E974500BDAF7AF36358,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5459356452315062
29BFB72D1A0D41E4A4FCD02C68F08BDF8C92776B48D2B68FC2ECFCBBC6AFC191,VIRTUAL,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5459214718810229
30B2CBCEC7258BD903CA68FC58F7188666C32C73466E3649A2B32EC60DE58CE7,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,CONTROL,P2,0.545908848997891
C1DDE353BCF261F3C7292B5B190B3DF54DA5F354E9146EDDDDF534117B656DEA,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5459055334011865
4E697EB70DCD70CCE52430857EA4DC1CEE468AFB09620091424E2CB2E9351DC4,TIENDAS,1. MUY ALTO,P1,EXP_P1_baja,PILOTO,P1,0.5458706007707039
